Accession_Number,Type,Status,Case_Type,Reviewed,Has_Attachments,Gross_Images_Stored,Fixed_Specimens_Stored,Submitter,Organisation,City,Date_Sent,Report_Date,Animal_Identification,Animal_Colour,Animal_Supplementary_Details,Animal_Number_Submitted,Animal_Number_Risk,Animal_Number_Affected,Animal_Number_Dead,Animal_Location,Animal_Location_Type,Animal_Location_Details,Animal_Breed,Animal_Species,Animal_Species_Common_Name,Animal_Sex_Classification,Animal_Sex_Details,Animal_Age_Classification,Animal_Age_Details,History_Details,History_Previous_Accession,Pathologists,Findings_Gross,Findings_Post_Mortem_Date,Histopathology_Results,Histopathology_Notes,Microbiology_Results,Microbiology_Notes,Parasitology_Results,Parasitology_Notes,Clinical_Pathology_Results,Clinical_Pathology_Notes,Diagnosis,Diagnosis_Provisional,Diagnosis_Morphological,Diagnosis_Comments
58392,Post Mortem,Final,Department of Conservation,No,No,Yes,Yes,Anon3,Anon Org3,Haast,21/02/2020,24/02/2020,None,,,1,,1,1,Coastline,Wild,Westland,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Adult,,"Found on beach, unable to move properly. Given oral fluids. Sedated with midazolam IM to examine wounds. Euthanised due to the extent of trauma 18/02/2020. 
",,Pathologist 2,"The bird weighed 2.90 kg and was in poor-fair body condition with reduced pectoral muscle mass but with some remaining subcutaneous and visceral fat reserves. 
Both legs contained severe chronic lacerations to the dorsal aspect of the feet. 
The left leg contained a large 25 x 25 mm circular wound overlying the distal tibiotarsus, which extended medially into the inguinal region for a length of 45 mm. Just distal to this was a second circular wound measuring 18 x 18 mm over the hock joint. The cranialis tibialis tendon was exposed, dried and grey-brown. Both wounds on the left leg had a yellow-brown crust overlying, with necrotic muscle underneath. The retiABCulum of the left leg was necrotic and ruptured.
On the right leg the cranialis tibialis was ruptured with both ends frayed, grey-brown and necrotic. The right long digital extensor tendon was also ruptured with the distal end encased in piece of cream exudate. There was caseous material within the right hock joint, and the cartilage of the lateral and medial condyles of the tibiotarsus was dull pink and pitted, although still intact. The condyles of the left tibiotarsus had a similar appearance although there was not a plug of caseous material within this joint. 
The proventriculus contained only bile stained mucus.",21/02/2020,,Histopathology samples taken of affected tendons. ,,,,,,,Euthanasia due to severe chronic lacerations of both feet involving rupture of major extensor tendons infections of both hock joints,,,"This bird's injuries were likely a result of a marine predation event (possibly shark or barracouta). Major extensor tendons in both feet had either ruptured or were necrotic and infection had been introduced into both hock joints; euthanasia was the humane option.
This was an adult female penguin."
58455,Post Mortem,Final,Other,No,No,Yes,No,Anon3,Anon Org3,Dunedin,03/03/2020,03/03/2020,Hosp. ID 200266,,,1,,1,1,Coastline,Wild,"Papatowai, Southland",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Juvenile,,Suspected dislocation of right hock which was confirmed on radiographs. Also chronic traumatic injuries to toes on right foot due to dragging of this foot. Euthanased due to chronicity of the injury 24/02/2020.,,Pathologist 2,"The bird weighed 3.344 kg and was in moderate body condition, with slightly reduced pectoral muscle mass but fairly good body fat reserves.
There was a quite marked outward/lateral deviation (valgus) of the right tarsometatarsus in relation to the right tibiotarsus. This was due to a subluxtion of the right hock joint resulting in the medial condyle of the right distal tibiotarsus lying outside the medial aspect of the joint capsule; the joint capsule itself was circumferentially thickened with fibrous tissue.
The articular cartilage of the lateral aspect of the lateral condyle of the right distal tibiotarsus was largely absent with what looked like exposure and eburnation of the subchondral bone. 
There were changes in the proximal aspect of the right tarsometatarsus including loss or incorporation of the medial meniscus into the fibrotic joint capsule; the lateral meniscus could not be detected.
The nails were absent from the 2nd and 3rd digits of the right foot.
There were no obvious gross abnormalities within the intracoelomic organs.  ",02/03/2020,,,,,,,,,Euthanasia due to chronic subluxation of the right hock (with secondary degenerative joint disease),,,"The medial condyle of the right distal tibiotarsus had popped out of the hock joint which had resulted in the joint capsule reforming within the intercondylar space permanently excluding the medial condyle from the joint. There was extensive loss of articular cartilage from the lateral condyle, which in areas appeared to have eroded down to the subchondral bone. With the degree of irreversible degenerative changes present, euthanasia was the most humane option. "
58569,Post Mortem,Final,Department of Conservation,No,No,No,No,Anon3,Anon Org3,Westport,20/03/2020,21/07/2020,,,,1,,1,1,Coastline,Wild,,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Unknown,,Adult,,"Found dead on Heaphy Beach, northern Buller on 22/02/20. No notable external injuries and body condition appears good. ",,Pathologist 2,"The bird weighed 3.842 kg and was in good body condition with good pectoral muscle mass and good body fat reserves. 
The internal organs were in an advanced state of decomposition.
The proventriculus and ventriculus were empty.
",20/03/2020,,,,,,,,,Unknown cause of death,,,"The bird was in good body condition and there was no evidence of external trauma. The internal organs were too rotten to carry out any further testing, determine the sex or a cause of death. "
25076,Post Mortem,Final,,Yes,No,No,No,Anon3,Anon Org3,Auckland,18/03/1996,Invalid date,81,,,0,0,0,0,,,,King Penguin,Avian-Wildlife,Birds - Wildlife,,,,,"This bird was part of a consignment of 20 birds from Anotherplace in Anothercountry. 
Several birds were showing some signs of illness and were treated with Baycox after oocysts were found.  They were treated also with tribactril as they were still positive on faecal flotation.  This appeared to cause some lethargy and blood in faeces.  One bird subsequently died of Aspergillosis and another developed a skin reaction.  Another bird (this animal) became anaemic and weak, with a ""bright green"" faecal flotation containing ""sulphur"" crystals.  The bird was given steroids and IV total parenteral nutrition (Human formula).  Blood samples revealed lowered blood protein and low albumin.  The bird improved with treatment but died 3 days later.  Post mortem was done at Yetanotherplace Veterinary Clinic and gross findings described.  The tissues were sent preserved to Maple.",,Pathologist 2,"There were aspirated stomach contents within the trachea.  The lungs looked healthier than a previous bird and ""had a pink colouration"".  Petechial haemorrhages were seen on the heart and liver.  There was some bruising and haemorrhage on the stomach wall - possibly related to the endoscopy.  The liver was enlarged with rounded edges and had a green discolouration.  The kidney was green in colour.  Petechial haemorrhages were present in the omentum.
Pancreas, spleen, ovary, uterus, brain and bowel looked normal.",,"Gastrointestinal system - Liver, there is mild to moderate intralobular recent focal and individual non-inflammatory hepatocellular necrosis.  There is possible moderate sinusoidal siderosis.  There is erythro-phagocytosis with portal siderotic macrophages.  There is also moderate portal bile ductule proliferation and fibrosis.  No inclusions were seen.
Pancreas - NSF
Proventriculus, there is a lymphocytic infiltrate in the lamina propria.  The mucosa is ulcerated.
Respiratory System - Lung, the tissue section sent was of a hilar area and contained pulmonary vessels with a relatively small amount of parenchyma within it.  The parenchyma present contained collapsed tertiary bronchi.  There was also some congestion.  Tracheal/airsac epithelium NSF.
Musculoskeletal System - The mass on the neck is composed of chronic inflammatory tissue with a central area of recent necrosis.
Heart, in one piece there is extensive recent subepicardial and interstitial haemorrhage and scattered foci of parenchymal non-inflammatory necrosis.  The base of the heart contains severe focal haemorrhages.  The vessels appear normal.  There appears to be a chronic old fibrotic lesion and replacement of muscle cells.  There is proliferation of sarcolemmal nuclei.
Brain, Oedema.  Cerebellum - there is probable non artefactual spongy vacuolation of folial and central white matter. (Intramyelinitic oedema).  There is foamy vacuolation of the molecular cell layer.
Spleen, spinal cord, bursa, intestine, reproductive tract not submitted for examination.",,,,,,,,"1.  Mild to moderate intralobular recent focal and individual non inflammatory hepatocellular necrosis.  
2.  Moderate portal bile ductule proliferation and fibrosis.  
3.  Recent extensive subepicardial and interstitial haemorrhage and focal non infl",,,The changes in the liver are consistent with a toxic insult.  There was a report of nephrosis and death in a reptile folllowing sulphonamide treatment.  Sulphonamides can cause skin rashes  in susceptible humans.  If the mass on the neck was taken from an area close to the jugular vein it is possible that this is a reaction from the needle after blood was taken.
51726,Post Mortem,Final,,No,No,No,No,Anon3,Anon Org3,Dunedin,03/03/2015,Invalid date,None,,,1,0,0,1,,,"St Claire, Otago",Rockhopper Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Juvenile,,"Found alive 15/02/2015 on St Claire Beach- still had strands of down over the head and neck. Taken to Bird Rehab (weight 1.20kg), rehydrated and feed, died 22/02/2015.",,Pathologist 2,"The bird weighed 877 grams and was in very poor body condition.
There was serous atrophy of the epicardial fat and both the liver and kidneys were uniformly shrunken and pale while the gall bladder was moderately distended with bile.
The proventriculus contained a small amount of bile-stained mucus.
No other abnormalities were noted on gross post mortem.",24/02/2015,"Thyroid gland: the majority of follicles contain small to moderate amounts of colloid and follicles are lined by cuboidal epithelial cells; there is minimal endocytosis.
Liver: large numbers of Kupffer cells contain haemosiderin and there is often ectasia of bile ducts.
Spleen: there is depletion of lymphoid tissue with increased proximity of sheathed arterioles. There are small numbers of macrophages containing either haemosiderin or swollen, anulceate erythrocytes.
Intestine: within thhe distal small intestine and cecae there is multifocal loss of crypts and stromal collapse; remaining glandular epithelial cells reveal either flattening and attenuation or marked anisocytosis and anisokaryosis, with nuclei often containing one or multiple prominent magenta nucleoli and crypts often contain small amounts of eosinophilic and pyknotic debris. Small to moderate numbers of coccobacillary bacteria are present within the lumina and occasionaly extend down to ward the base of villi. There is a subjective reduction in the amount of lymphoid tissue within the lamina propria of the cecae. Similar but much more milder changes are observed in the proximal intestine. 
Pancreas: there is vacuolisation of many individual exocrine epithelial cells and there are numerous cells, possibly macrophages that contain small amounts of pyknotic/apoptotic debris scattered throughout the parenchyma.
Bursa: follicles are reduced in size due to a marked reduction in the amount of lymphoid tissue within both cortical and medullary areas, with collapse of the former, while the reticular epithelium is very prominent. Remaining lymphoid cells are of the blastic-type and cortical areas contain small amounts of pyknotic debris. 
Sections of heart, lung, kidney, proventriculus and gizzard show no obvious abnormalities.",,"A formalin-fixed, paraffin-embedded section of intestine was negative for Herpes on PCR",,,,"A formalin-fixed, paraffin-embedded section of intestine was negative for Herpes on PCR.",,"Moult-associated emaciation/starvation
Intestine (distal): crypt loss with regeneration and lymphoid atrophy
Spleen and Bursa: lymphoid atrophy",,,"This bird was very skinny and most of this can probably be attributed to a less than optimal body weight prior to the moult, however there were also some interesting changes in the intestine that could have also contributed in part to the emaciated state. 
In parts of the intestine there has been damage to the lining which could have resulted in malabsoprtion of nutrients, but since the bird will not have been foraging during the moult it is difficult to be sure of it's significance; however the damage is real and recent and are similar to changes reported in other birds, such as geese, infected with parvo-virus. 
Other changes reported with parvo-virus include atrophy the spleen and bursa which this bird also has, but atrophy of these organs also occurs with emaciation. There are also changes to this bird's pancreas which have also been described with parvo-virus, however other described changes to the heart and liver were not observed.
So it is possible this bird has also had some disease in conjunction with the moult-induced emaication, which is possibly viral which has contributed to the bird's demise. A formalin-fixed, paraffin-embedded section of intestine was negative for Herpes on PCR."
54484,Post Mortem,Preliminary,,No,No,No,No,Anon3,Anon Org3,Otago,27/04/2017,Invalid date,None,,,1,0,0,0,,,"Moeraki Boulders, Coastal Otago",Rockhopper Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Subadult,,"The penguin was found underweight during moult (2.1kg) at Moeraki Boulders Beach on the 3/4/17. The penguin was transported to Penguin  Hospital and given clavulox, nizoral, and gaviscon orally. The penguin died during hospitalisation on the 14/4/17 and was frozen prior to submission on the 20/4/17.",,Pathologist 2,"The bird weighed 1.85kg and was in very poor body condition with no subcutaneous fat reserves and poor muscuGVTSre. The bird was in mid moult, with 75% of the feathers still to moult. 
There was a full thickness tear of the distal webbing of the right foot between digits 3 and 4. This tear was ellpitical in shape, 1cm long with a rim of yellow discolouration surrounding the wound circumference. 
There was a small amount of food present within the proventriculus, and there was a scant amount of faeces in the distal colon that was bright green in colour. 
All other organs were within normal limits on gross examination.",24/04/2017,Pending,,,,No coccidial oocysts or helminth eggs/larvae found on faceal exam.,Faeces submitted,,,,Moult associated emaciation,,"The likely cause of death for this penguin is emaciation and moult arrest. The penguin was in very poor body condition, and mid moult. Therefore, it is likely that this bird was unable to gain sufficient weight in preparation for moulting and so did not have enough reserves to survive and complete the moulting process. The moult likely arrested due to insufficient energy reserves, preventing the bird from becoming waterproofing and leading to worsening emaciation."
44622,Post Mortem,Final,,No,No,No,No,Anon3,Anon Org3,Oamaru,15/03/2010,Invalid date,Princess,,,1,0,0,1,,,"Ashburton, Otago Coastal Conservancy",Royal Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Adult,,"The bird was picked up alive and taken home by a member of the public, then eventually handed over to DoC staff. The animal died (was not euthansed).Royal penguin is a form of the Macaroni penguin (Eudyptes chrysolophus)",,Pathologist 2,"The bird weighed 2kg and was in extremely poor body condition, with a prominent keel, and no subcutaneous, intracoelemic, and pericardial fat reserves. He was in a good state of preservation.
The oesophagus and gizzard contained a moderate amount of grey feed slurry. The proximal trachea also contained a small amount of similar material. The remainder of the intestinal tract was largely devoid of material. The lungs were mottled dark red to pink.
No other abnormalities were noted on gross post-mortem.",12/03/2010,"Proventriculus: there is marked dilation (~10mm in diameter) of a proventricular gland due to the presence of a large adult nematode. The cuticle and muscular layers of the nematode are absent or appear degenerate while the interior is composed of numerous round to oval, thick-walled, embryonated and non-embyronated eggs surrounded by lakes of amorphous eosinopilic material. The mucosal lining of the gland is segmentally attenuated or eroded and replaced by pyknotic debris and small numbers of bacteria.
Spleen: there is prominent thickening of the basement membrane and vessel walls of the majority of small arterioles by amorphous, pale eosinophilic, acellular material.  
Liver: there are numerous Kupffer cells and small intrasinusoidal clusters of macrophages that contain haemosiderin.
Testis: seminiferous tubules contain no spermatids, and very few spermatogonia; the majority of the cells are composed of Sertoli cells. 
Sections of thyroid, lung, heart, kidney, and adrenal gland appear within normal limits.
Sections of pancreas and intestine are too autolysed to accurately interpret.",,,,"Faecal exam showed 23,000 coccidial oocysts per gram.",,,Liver and kidney frozen.,"Severe emaciation
Severe intestinal coccidiosis
Parasitic proventriculitis",,,"Histological examination of the proventriculus showed a large nematode buried deep within one of the glands; it is inducing a mild inflammatory reaction. The nematode is likely belongs to the family Anasakis, and will have contributed to this animal's debilitated state. Faecal exam showed very large numbers of coccidial oocysts; also likely a large contributor to this animal's poor condition."
49412,Post Mortem,Final,,No,No,No,No,Anon3,Anon Org3,Wellington,12/04/2013,Invalid date,,,,1,0,0,0,,,,Royal Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Juvenile,,History/Circumstances of Death: Found emaciated and dehydrated on a beach in Wairapa. Blood results indicate renal failure. Also very poor BCS (2/9). Had gone ashore to moult. The moult appears to be arrested due to poor nutritional status.,,Pathologist 2,"
External Findings: A museum post mortem was performed. Very poor body condition score (2/9) with prominent keel, hips and spine. Moulting.
Body Condition:Poor \tHydration: Moderate\tFat Stores: Poor\tMuscle mass:Poor 
Internal findings:      
Respiratory: Congested and filled with red, serous fluid.
Digestive: Proventriculus empty except for a few squid beaks (in yellow-eyed penguins, the presence of squid in the diet indicates a poor food year out at sea resulting in poor body condition and starvation. Squid is a poor quality, last resort food source. Possibly similar in royalâ€™s).
Liver, Pancreas, Spleen, Glands: Liver was pale yellow-red and blotchy. 
Cardiovascular: Soft and flabby with no epicardial fat present.
CNS/Sense Organs: Not examined.
Urogenital: Pale kidneys, possibly enlarged but nothing to compare with.
Musculoskeletal: The keel muscle appears to be autolysing (some samples preserved in formalin) at a rate which seems too fast to be due to death? Serous atrophy of subcutaneous fat also present.
General Findings: No abdominal fat reserves.
Clinical Problems Answered at Necropsy:  Renal failure and likely/possibly progressed to full organ failure due to malnourishment.",19/02/2013,"In the liver, the hepatic sinusoids are distended with bile. There are occasional coccidial organism in hepatocytes and endothelial cells but these are not associated with inflammation and are probably highly host adapted. 
In the intestine there are large meronts (probably coccidial, but leucocytozoon is possible?), and also smaller immature meronts and gamonts in lower sections of the intestine (colon?), although autolysis of the intestine is present in these sections.
There is moderate congestion and haemorrhage within the adrenal gland. The spleen appears diffusely depleted of and there is a mucinous matrix present in the acellular areas.
Scattered sections of skeletal muscle show acute degenerative changes including hypereosinophilia, and contraction band necrosis in some muscle fibres. 
No significant findings in the testes, kidney, heart, lung, proventriculus, gall bladder, gizzard.",Several samples taken for histopathology.,,N/A,,n/a,,,"1. Starvation/emaciation
2. Coccidial enteritis
3. Hepatic coccidiosis",Renal failure and likely/possibly progressed to full organ failure due to malnourishment.,,The histology of the kidneys is surprisingly normal. The changes in the adrenal and spleen are indicative of chronic stress. However there are some very interesting coccidial organisms present which we will pursue further with molecular diagnostics.
57011,Post Mortem,Final,,No,No,No,Yes,Anon3,Anon Org3,Dunedin,28/02/2019,11/03/2019,None,,,1,,1,1,Coastline,Wild,Brighton Beach,Royal Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Juvenile,,Was removed from public area (Brighton Beach) and was emaciated (24/02/2019). Died 26/02/2019.,,Pathologist 4,"The penguin weighed 3.557 kg and was emaciated. 
There was significant green urate staining of the cloacal region and the ventral abdominal feathers. 
The spleen was small in size and dark red-black in colour. 
Inside the gizzard and proventriculus was a moderate volume of green pasty liquid, with some cephalopod remnants.
",27/02/2019,"Lung: there is marked congestion. 
Liver: numerous Kupffer cells contain haemosiderin. 
Spleen: there is a reduction in the amount of lymphoid tissue with increased proximity of sheathed arterioles. Moderate numbers of haemosiderin-laden macrophages are scattered throughout the parenchyma. 
Sections of heart show no obvious abnormalities. ",,,,,,,,Emaciation,,,This was a juvenile male Royal Penguin in poor body condition. Histology of the major organs did not reveal any obvious underlying disease/s including Avian Malaria.
58638,Post Mortem,Final,Department of Conservation,No,No,No,Yes,Anon3,Anon Org3,Dunedin,12/06/2020,22/07/2020,Hospital ID: 308,,,1,,1,1,Island,Wild,Whenua Hou,Royal Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Subadult,,"Found looking unwell and underweight mid-moult on Whenua Hou. Flown to DWH. No injuries noted on physical exam and radiographs. Biochem normal, eWCC normal, ++ leucocytozoon on blood smear. BAR but weak after prolonged handling. Treated starvation in accordance with hospital's refeeding syndrome protocol. Doing well in hospital but went downhill in 3 weeks and died. Repeat WCC prior to death showed increased white cell count and +++++ leucocytozoon. ",,Pathologist 4,"Gross post mortem performed at Animal Clinic Noplace. 
The bird was in moderate-good body condition score. There was a small amount of pericardial effusion and ecchymotic haemorrhage on the epicardial surface of the heart. The liver was grossly enlarged and had rounded edges. All other organs appeared normal. ",21/03/2020,"Lung: there is marked congestion while the interstitium and interlobular septae are moderately hypercellular due to infiltration with mostly mononuclear cells and fewer heterophils. Many of the former contain what appears to be a large protozoan gametocyte which peripheralises the nucleus; similar cells can be see within the lumen of larger caliber blood vessels. Two megaloshizonts are present within endothelial cells of a small caliber blood vessel.
Heart: there are at least five fairly large caliber myocardial arteries which contain large numbers (>10) megaloshizonts within either smooth muscle or endothelial cells to the extent they are causing partial occlusion of the vessel lumen. Small numbers of mononuclear cells are present in the adventitia and surrounding connective tissue. There is pronounced multifocal to coalescing myocardial haemorrhage admixed with proteiABCeous fluid
Liver: portal areas are moderately hypercellular due to infiltration with mononuclear cells and immature granulocytes (EMH) while large numbers of Kupffer cells contain haemosiderin.
Kidney: within a large renal artery are at least 10 megaloshizonts within endothelial cells.
Intestine: the serosa is expanded by a solitary ~1 mm in diameter granuloma containing two seemingly viable helminths, either a cestode or trematode. ",Histopathology pending,,,,,,,Leucocytozoonosis,,,"Within multiple myocardial arteries as well as a renal artery were numerous Leucocytozoon megaloshizonts. In several of the myocardial arteries, the megaloshizonts were so numerous that they were causing partial occlusion of the vessel lumen.
Numerous gametocytes were visible in circulating mononuclear cells; these were most easily visible within the interstitium and blood vessels of the lung. "
42966,Post Mortem,Final,,No,No,No,No,Anon3,Anon Org3,Invercargill 9840,12/03/2009,Invalid date,Unbanded,,,0,0,0,0,,,"Red Beach, Pegasus, Stewart Island",Snares Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Adult,,"Found on beach emaciated and very weak, could not hold head up. Had approx 20 goose barABCles attached to right foot. BarABCles cut off, fed two tins of sardines over afternoon, which he swallowed himself. Died that evening and frozen so he could be submitted.",,Pathologist 4,2.12kg. There are barABCles of the central toe of the left foot at the nail bed margin and over the P2/P3 phalangeal joint on the right foot. The bird is in very poor muscle condition (2/9) with no fat reserves remaining. There is green staining of feathers around the vent. The intestines contain only malaena. There are undigested sardines in the oesophagus and proventriculus. There are moderate numbers of Contracaecum nematodes in the proventricular lumen. The testes were mature but iABCtive. No other significant findings.,11/03/2009,"No significant findings in the heart, skeletal muscle, lung, brain, kidney, iABCtive testes, proventriculus, gizzard, intestines, tongue, spleen.

In the liver, there are accumulations of haemosiderin in macrophages. The major bile duct is distended with bile and contains multinucleate giant cells forming granulomas.",,,,,,,,"1. Starvation
2. Bile duct granulomas","Starvation, unknown cause",,"Thank you for this valuable specimen of a little studied species. This appears to be an old male who has failed to forage but gross examination does not reveal any underlying cause. The histology has detected the only disease change to be a chronic inflammation of the bile duct, possibly secondary to a partial blockage.."
44639,Post Mortem,Final,,No,No,No,No,Anon,Anon Org3,Dunedin 9058,17/03/2010,Invalid date,none,,,1,0,0,1,,,,Snares Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Adult,,This wild snares crested penguin was reported to Bird Rehab by tourists on 11/03/2010. It was found dead by Jenny Doe at Okia/Victory Beach on the Otago Peninsula on 12/03/10. It was submitted to DOC. It was sent fresh to Maple College  for post mortem on 16/03/2010.,,Pathologist 4,"Weight 1.59kg. Body condition score 2/9. There was a 3cm long cut over the proximal right humerus, extending over the shoulder joint. There was no bruising or haemorrhage associated with the wound. There were no other external abnormalities.

There was severe depletion of internal fat stores, including the fat of the coronary groove. There were no obvious abnormalities of the internal organs.",17/03/2010,"Skeletal muscle: there is mild to moderate variation in myofiber size with many myofibers that are shrunken and angular.
Liver: there are large numbers of Kupffer cells, often in small clusters, that contain moderate to abundant intracytoplasmic haemosiderin. 
Lung: there is diffuse marked congestion. There are mildly increased numbers of circulating mononuclear cells and small numbers of haemosiderin-laden macrophages scattered throughout the interstitium.  
Sections of thyroid, heart, kidney, testis, adrenal gland, proventriculus/gizzard, and brain show no obvious abnormalities.",,,,The faecal sample came back with no eggs on a faecal float and no coccidia.,,,,Starvation and emaciation.,,,There is no evidence of underlying disease. Faeces were negative for both coccidial oocysts and helminth parasite eggs.
49397,Post Mortem,Final,,No,No,No,No,Anon,Anon Org3,Invercargill,08/04/2013,Invalid date,None,,,1,0,0,1,,,"Waipapa Point, Southland",Snares Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Adult,,Found in very poor body condition with flipper injury. Body to be returned for taxidermy requirements.,,Pathologist 4,"The bird weighed 1.51kg and was in very poor body condition with vaslty reduced pectoral muscle mass and no grossly visible body fat reserves.
There were two elongated triangular skin/soft tissue defects to the non-leading edge of the left flipper (extending to with ~40mm of the leading edge). The wound edges were slightly swollen and reddened while the left carpal joint felt slightly swollen.
Apart from a small amount of melena, the proventriculus/gizzard were devoid of content and the intestine contained a moderate amount of melenic content.
No other abnormalities were found of gross post mortem.",03/04/2013,,,,,,,,,Starvation/emaciation secondary to flipper injury,,,This poor bird has most probably died of starvation/emaciation because of an inability or reduced ability to forage secondary to his flipper injury. The wounds looked triangular and quite clean but I'm not sure if these are the result of bite wound or something like a propeller strike (I probably would have expected more severe injuries though).
53021,Post Mortem,Final,,No,No,No,No,Anon,Anon Org3,Dunedin,10/03/2016,Invalid date,Tokyo,,,1,0,1,1,,,"Measly Beach, Otago",Snares Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Adult,,Picked up at Measly Berach near Tokomairiro Mouth. Euthansased for leg injury.,,Pathologist 4,"The bird weighed 1.81kg and was in very poor body condition. The proventriculus contain several pebble and bile stained mucus, otherwise no other obvious internal abnormalities were noted.
There was a 20mm in length, ragged scabby laceration just cranial and medial to the hock joint which was filled with a small necrotic yellow plug. All the tendons (extensor and flexor) around the hock joint were intact as was the joint capsule; the articular surfaces of the hock joint were grossly normal.",04/03/2016,"Lung: there is marked congestion/
Liver: large numbers of Kupffer cells contain haemosiderin.
Spleen: there is a reduction in the amount of lymphoid tissues within increased proximity of sheathed arterioles; there are moderate numbers of haemosiderin-laden macrophages scattered throughout the parenchyma. 
Sections of heart and kidney show no obvious abnormalities.",,,,,,,,"Emaciation
Euthanasia due to foot injury",,,"The foot injury did not appear severe enough to account for the bird's extremely emaciation state; it was not too deep, all tendons were intact and the hock joint itself appear within normal limits. However if there was accompanying nerve damage than that could possibly account for the poor body condition. Limited histology of the internal organs showed no obvious underlying disease process."
53122,Post Mortem,Final,,No,No,No,No,Anon,Anon Org3,Dunedin,31/03/2016,Invalid date,None,,,1,0,1,1,,,Otago Peninsula,Snares Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Adult,,"Found not walking with injured feet and legs, euthanased.",,Pathologist 4,"At the time of post mortem examination the penguin weighed 2.65kg and was in light body condition. 
Chronic longitudinal lacerations were present on the dorsal and ventral aspects of the left leg. An area of yellow friable granulation-like tissue was present in the centre of the dorsal laceration located directly over the intertarsal joint of the left limb. The mass of granulation-like material penetrated deeply to the intertarsal joint and was surrounded by considerably thickened and scar-like tissue that was preventing the normal movement of this joint. There was a significant reduction in the normal range of motion in the left intertarsal joint, it was unable to be flexed into a normal standing position. 
Numerous bivalve molluscs were firmly attached to the nail of digit four on the left foot. Superficial abrasions in various stages of healing were noted on the dorsal surface of digtis two, three and four on the left foot. The nail of digit three was abraded significantly. 
A narrow chronic laceration was present on the lateral surface of the right foot extending the length of the tarsometatarsus. Fresh deep lacerations were present on the dorsal and ventral sufaces of the right foot. Clotted blood was present in these lacerations, may of which transected all soft tissues to the depth of bone. 
Thick mucous was present in the oropharynx. There were no intracoelomic or subcutaneous fat deposits. Several small squid beaks were present in the ventriculus, otherwise the gastrointestinal tract contained only a small amount of mucoid material. Other internal organs were grossly normal.",31/03/2016,,Samples were stored for examination at a later time if required.,,,,,,,Euthanasia due to bilateral (acute and chronic) foot injuries,,,"The abrasions and nail damage to the left foot suggest that this foot has not been in normal use for an extended length of time, and has probably been dragged when trying to walk due to the chronic injuries to that limb and the altered movement in the hock joint. 
The light body condition and the lack of expected fat stores are also consistent with the bird being unable to hunt and move effectively for some time. The more recent lacerations on the right leg would likely have made movement impossible and the bird was euthanased with good reason."
54591,Post Mortem,Final,,No,No,No,No,Anon,Anon Org3,Oamaru,16/05/2017,Invalid date,None,,,1,0,0,1,,,Wainono Lagoon,Snares Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Juvenile,,Found by member of public alive but not well (13/05/2017) then found dead the following day.,,Pathologist 4,"The bird weighed 2.672kg and was in very poor body condition, with reduced pectoral muscle mass and minimal body fat reserves; ~70% of the premoult plumage was still present. The bird was partially frozen.
There was general pallor to the tissues, while both the liver and spleen were pale and uniformly shrunken; the gall bladder was distended with bile.
The proventriculus and segments of the intestine contained melena; no ingesta/digesta was present.
No other abnormalities were noted on gross post mortem.",16/05/2017,,No tissue taken,,,,,,,Moult-associated starvation and emaciation,,,"This was a juvenile male penguin in very poor body condition, which is most likely the result of not putting on enough body weight prior to entering the moulting period. I'm not sure where the blood found near the penguin was from as there were no obvius signs of trauma to this penguin."
